,LOCATION,SUBURB_TOWN_NAME,SUBURB_RESIDENTS,SUBURB_LONG,SUBURB_LAT,FID,DOMAIN_URL,REAL_ESTATE_COM_AU_URL,SUBURB_MOST_COMMON_EXPENSE_TIER,SUBURB_PRICE_RANGE_RANK,SUBURB_PRICE_RANK_IN_PERCENTILE,SUBURB_RENTAL_PRICE_SCALE_RANK,SUBURB_OFFENCES_PER_10000_POPULATION,TOTAL_2016_ADJUSTED_OFFENCES_PER_SUBURB_TOWN_NAME,SUBURB_TOWN_NAME_2016_ADJUSTED_CRIME_RANK,SUBURB_TOWN_NAME_2016_ADJUSTED_CRIME_RANK_PERCENTILE,ADJUSTED_CRIME_RANK_SCALE,SUBURB_MOST_INT_STUDENT_LANG,INT_STUDENT_POPULATION_ARRIVAL_ALL_YEARS,TOTAL_INT_STUDENTS_PER_SUBURB,TOTAL_INT_STUDENT_PER_LANGUAGE,TMP_INT_STUDENT_NATIVE_LANG,TMP_SUBURB_STUDENT_POPULATION_SCALE_RANK,Acholi,"African Languages, nec","African Languages, nfd",Afrikaans,Akan,Albanian,Amharic,Anuak,Arabic,Armenian,Assyrian Neo-Aramaic,Bengali,Bisaya,Bosnian,Bulgarian,Burmese,"Burmese and Related Languages, nec","Burmese and Related Languages, nfd",Cantonese,Catalan,Cebuano,Chaldean Neo-Aramaic,Chin Haka,"Chinese, nfd","Creole, nfd",Croatian,Czech,Danish,Dari,Dhivehi,Dinka,"Dravidian, nec",Dutch,English,Estonian,Fijian,Filipino,Finnish,French,"French Creole, nfd",German,Greek,Gujarati,Hakka,Harari,Hausa,Hazaraghi,Hebrew,Hindi,Hungarian,Iban,Igbo,Ilonggo (Hiligaynon),Inadequately described,Indonesian,"Iranic, nfd",Italian,Japanese,Kannada,Karen,Khmer,Kinyarwanda (Rwanda),Kirundi (Rundi),Konkani,Korean,Kurdish,Lao,Lithuanian,Loma (Lorma),Luganda,Macedonian,Malay,Malayalam,Maltese,Mandarin,Maori (Cook Island),Maori (New Zealand),Marathi,Mauritian Creole,Min Nan,Mongolian,Nepali,No international students recorded as living in this area.,Norwegian,Not stated,Nuer,Nyanja (Chichewa),Oriya,Oromo,Other Southern Asian Languages,Pashto,Persian (excluding Dari),"Pidgin, nfd",Polish,Portuguese,Punjabi,Rohingya,Romanian,Russian,Samoan,Serbian,Shilluk,Shona,Sindhi,Sinhalese,Slovak,Slovene,Somali,"Southern Asian Languages, nfd",Spanish,Swahili,Swedish,Tagalog,Tamil,Telugu,Tetum,Thai,Tibetan,Tigrinya,Tok Pisin (Neomelanesian),Tongan,Tswana,Turkish,Tuvaluan,Ukrainian,Urdu,Vietnamese,Wu,Yoruba,Zomi
28,"ALLANSFORD, VICTORIA, AUSTRALIA",ALLANSFORD,1523,142.593056,-38.386111,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1553,https://www.domain.com.au/rent/allansford-vic-3277//?ssubs=1,https://www.realestate.com.au/rent/in-allansford+3277/list-1,$250-$274,9,0.494527,5,0.1523,3.8075,655,0.28208441,3,English,7,7,643,English,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"ALLENDALE, VICTORIA, AUSTRALIA",ALLENDALE,0,143.933333,-37.366667,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.776,https://www.domain.com.au/rent/allendale-vic-3364//?ssubs=1,https://www.realestate.com.au/rent/in-allendale+3364/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"ALLESTREE, VICTORIA, AUSTRALIA",ALLESTREE,125,141.65,-38.283333,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2687,https://www.domain.com.au/rent/allestree-vic-3305//?ssubs=1,https://www.realestate.com.au/rent/in-allestree+3305/list-1,None,0,0,1,0.025,0.05,1519,0.654177433,7,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"ALMA, VICTORIA, AUSTRALIA",ALMA,205,143.677778,-37.027222,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.451,https://www.domain.com.au/rent/alma-vic-3465//?ssubs=1,https://www.realestate.com.au/rent/in-alma+3465/list-1,$100-$124,3,1,10,0.0205,0.2255,1142,0.491817399,5,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"ALMONDS, VICTORIA, AUSTRALIA",ALMONDS,0,146.0560088,-36.2442306,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2552,https://www.domain.com.au/rent/almonds-vic-3727//?ssubs=1,https://www.realestate.com.au/rent/in-almonds+3727/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"ALMURTA, VICTORIA, AUSTRALIA",ALMURTA,49,145.6211838,-38.4723141,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.245,https://www.domain.com.au/rent/almurta-vic-3979//?ssubs=1,https://www.realestate.com.au/rent/in-almurta+3979/list-1,None,0,0,1,0.0049,0.0343,1617,0.696382429,7,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"ALPHINGTON, VICTORIA, AUSTRALIA",ALPHINGTON,5081,145.023,-37.78,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.626,https://www.domain.com.au/rent/alphington-vic-3078//?ssubs=1,https://www.realestate.com.au/rent/in-alphington+3078/list-1,$450-$549,17,0.8824538,9,1.0162,174.2783,300,0.129198966,2,Mandarin,5,81,107,Malayalam,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"ALTONA MEADOWS, VICTORIA, AUSTRALIA",ALTONA MEADOWS,19159,144.782,-37.875,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1787,https://www.domain.com.au/rent/altona-meadows-vic-3028//?ssubs=1,https://www.realestate.com.au/rent/in-altona+meadows+3028/list-1,$300-$324,11,0.6102761,7,17.2431,1789.4506,99,0.042635659,1,English,6,365,18,Amharic,6,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,5,0,0,0,2,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
36,"ALTONA NORTH, VICTORIA, AUSTRALIA",ALTONA NORTH,12155,144.849,-37.841,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.925,https://www.domain.com.au/rent/altona-north-vic-3025//?ssubs=1,https://www.realestate.com.au/rent/in-altona+north+3025/list-1,$450-$549,17,0.8824538,9,53.482,1502.358,110,0.047372954,1,English,6,197,104,Spanish,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,2,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0
37,"ALTONA, VICTORIA, AUSTRALIA",ALTONA,0,146.590556,-38.6,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1004,https://www.domain.com.au/rent/altona-vic-3018//?ssubs=1,https://www.realestate.com.au/rent/in-altona+3018/list-1,$350-$374,13,0.7130371,8,0,0,2232,0.96124031,10,English,8,161,130,Thai,6,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0
38,"ALVIE, VICTORIA, AUSTRALIA",ALVIE,130,143.515556,-38.244444,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2254,https://www.domain.com.au/rent/alvie-vic-3249//?ssubs=1,https://www.realestate.com.au/rent/in-alvie+3249/list-1,None,0,0,1,0.013,0.182,1205,0.518949182,6,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"AMHERST, VICTORIA, AUSTRALIA",AMHERST,63,143.6655871,-37.1560117,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2579,https://www.domain.com.au/rent/amherst-vic-3371//?ssubs=1,https://www.realestate.com.au/rent/in-amherst+3371/list-1,None,0,0,1,0.0126,0.0315,1647,0.709302326,8,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"AMOR, VICTORIA, AUSTRALIA",AMOR,0,146.4104044,-37.9393673,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.873,https://www.domain.com.au/rent/amor-vic-3825//?ssubs=1,https://www.realestate.com.au/rent/in-amor+3825/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"AMPHITHEATRE, VICTORIA, AUSTRALIA",AMPHITHEATRE,245,143.4682535,-37.1878175,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1785,https://www.domain.com.au/rent/amphitheatre-vic-3468//?ssubs=1,https://www.realestate.com.au/rent/in-amphitheatre+3468/list-1,$225-$249,8,0.4272178,5,0.049,0.2695,1103,0.475021533,5,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"ANAKIE, VICTORIA, AUSTRALIA",ANAKIE,688,144.25,-37.916667,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2902,https://www.domain.com.au/rent/anakie-vic-3213//?ssubs=1,https://www.realestate.com.au/rent/in-anakie+3213/list-1,$275-$299,10,0.5485215,6,0.2064,1.376,797,0.343238587,4,English,3,3,643,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"ANCONA, VICTORIA, AUSTRALIA",ANCONA,0,145.8463301,-36.9483706,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2162,https://www.domain.com.au/rent/ancona-vic-3715//?ssubs=1,https://www.realestate.com.au/rent/in-ancona+3715/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"ANDERSON, VICTORIA, AUSTRALIA",ANDERSON,30,145.4526995,-38.5227147,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.90,https://www.domain.com.au/rent/anderson-vic-3995//?ssubs=1,https://www.realestate.com.au/rent/in-anderson+3995/list-1,None,0,0,1,0.003,0.012,1904,0.819982773,9,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"ANGLERS REST, VICTORIA, AUSTRALIA",ANGLERS REST,20,147.4819571,-36.9939045,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1379,https://www.domain.com.au/rent/anglers-rest-vic-3898//?ssubs=1,https://www.realestate.com.au/rent/in-anglers+rest+3898/list-1,None,0,0,1,0.002,0.028,1678,0.722652885,8,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"ANGLESEA, VICTORIA, AUSTRALIA",ANGLESEA,2548,144.1825171,-38.4096639,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.345,https://www.domain.com.au/rent/anglesea-vic-3230//?ssubs=1,https://www.realestate.com.au/rent/in-anglesea+3230/list-1,$350-$374,13,0.7130371,8,0.5096,36.946,430,0.185185185,2,English,5,5,643,English,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"ANNUELLO, VICTORIA, AUSTRALIA",ANNUELLO,29,142.8676911,-34.9069376,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.229,https://www.domain.com.au/rent/annuello-vic-3549//?ssubs=1,https://www.realestate.com.au/rent/in-annuello+3549/list-1,None,0,0,1,0.0058,0.0058,2051,0.883290267,9,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"ANTWERP, VICTORIA, AUSTRALIA",ANTWERP,65,142.0251828,-36.2838951,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2389,https://www.domain.com.au/rent/antwerp-vic-3414//?ssubs=1,https://www.realestate.com.au/rent/in-antwerp+3414/list-1,None,0,0,1,0.0065,0.0065,2038,0.877691645,9,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"APOLLO BAY, VICTORIA, AUSTRALIA",APOLLO BAY,1596,143.65,-38.75,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.583,https://www.domain.com.au/rent/apollo-bay-vic-3233//?ssubs=1,https://www.realestate.com.au/rent/in-apollo+bay+3233/list-1,$250-$274,9,0.494527,5,0.4788,21.7056,485,0.208871662,3,Thai,3,3,130,Thai,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"APPIN SOUTH, VICTORIA, AUSTRALIA",APPIN SOUTH,0,143.8831737,-35.9137268,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1443,https://www.domain.com.au/rent/appin-south-vic-3579//?ssubs=1,https://www.realestate.com.au/rent/in-appin+south+3579/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"APPIN, VICTORIA, AUSTRALIA",APPIN,0,143.8522489,-35.8847165,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.946,https://www.domain.com.au/rent/appin-vic-3579//?ssubs=1,https://www.realestate.com.au/rent/in-appin+3579/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"APSLEY, VICTORIA, AUSTRALIA",APSLEY,277,141.0829427,-36.9684704,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.326,https://www.domain.com.au/rent/apsley-vic-3319//?ssubs=1,https://www.realestate.com.au/rent/in-apsley+3319/list-1,$150-$174,5,0.2469368,3,0.0277,0.0554,1501,0.646425495,7,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"ARAPILES, VICTORIA, AUSTRALIA",ARAPILES,0,141.8782814,-36.7168536,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1489,https://www.domain.com.au/rent/arapiles-vic-3409//?ssubs=1,https://www.realestate.com.au/rent/in-arapiles+3409/list-1,None,0,0,1,0,0,2233,0.961670973,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"ARARAT, VICTORIA, AUSTRALIA",ARARAT,8301,142.9316441,-37.2846464,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1795,https://www.domain.com.au/rent/ararat-vic-3377//?ssubs=1,https://www.realestate.com.au/rent/in-ararat+3377/list-1,$200-$224,7,0.3721614,4,4.1505,914.7702,163,0.070198105,1,English,3,20,125,Urdu,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0
